date,Q1,Q2,Q3,Q4,Q5,long_short
2021-01-29,0.00691605083799499,0.013734741343018896,0.016101139322419966,0.008935450506843046,0.004277635061269284,-0.002638415776725706
2021-02-01,0.027404598018572236,0.019984314074693827,0.01224246907681439,0.009468121648711183,-0.000859532801484487,-0.028264130820056722
2021-02-02,-0.004716169017580579,-0.007739433877613987,-0.008789629817084475,-0.01268027447742094,-0.006110237430418511,-0.0013940684128379323
2021-02-03,-0.01598772024173032,-0.005509700971805641,-2.3136611496454028e-05,-0.017354028348701964,-0.009843193958316817,0.006144526283413504
2021-02-04,-0.017864411870065634,-0.015974827128380983,-0.009449641065638644,-0.003182831423767485,0.00609041600458855,0.023954827874654184
2021-02-05,0.021644051029892416,0.030033896824377362,0.010036921795842344,0.009872505837119676,0.004457970759536412,-0.017186080270356004
2021-02-08,0.043638211868169484,0.02592971146925538,0.02373199718297908,0.023012455599825867,0.007549439493514694,-0.03608877237465479
2021-02-09,0.02268705383486126,0.01266522802996497,0.010452939752642793,0.006722423007776203,0.004079624169181395,-0.018607429665679864
2021-02-10,0.0008202384870519517,0.0038308199778981696,0.009231668613987682,0.01848572575076235,0.01913565093800483,0.01831541245095288
2021-02-18,-0.008248268056189159,-0.006801048462404484,-0.0007117708155650665,0.018287048821883565,0.023239217118984867,0.031487485175174024
2021-02-19,-0.026771398104111745,-0.03485033940336617,-0.011813540874176357,-0.0008449755413684181,0.007149839205962582,0.03392123731007433
2021-02-22,-0.010577304964433026,-0.00047439938550394807,-0.00017232830628600006,-0.005349703642956981,-0.001955704400460839,0.008621600563972187
2021-02-23,-0.0452973633596692,-0.023478887770978545,-0.014208685605810793,-0.008854954470295075,-0.005008648900844793,0.040288714458824405
2021-02-24,-0.003195755164554346,-0.0005355300117719645,0.0031366485365797447,0.006740753144920133,0.011804357614847341,0.015000112779401687
2021-02-25,-0.028602812591490317,-0.029148135368334736,-0.02097502188463685,-0.019955467560737974,-0.014183287397897855,0.014419525193592462
2021-02-26,0.033891274193222534,0.026952212171187675,0.017898748521462254,0.015876095157682634,0.0021951580829257028,-0.03169611611029683
2021-03-01,-0.018848934643931062,-0.007311263941394731,-0.0075649562768723,-0.003984097994978592,-0.00745064087635499,0.011398293767576072
2021-03-02,0.014985508553524568,0.01539298940149976,0.013494261477115018,0.02160337885369573,0.01238469964425969,-0.0026008089092648783
2021-03-03,-0.04730827092469235,-0.036307964548370764,-0.027018498083139213,-0.01571012855976842,-0.0017831794985351096,0.04552509142615724
2021-03-04,-0.006015643217294551,-0.005549816357514844,-0.006547714345925139,0.0070598394656262295,0.005780831696722907,0.011796474914017457
2021-03-05,-0.0539937298902333,-0.03508390184921943,-0.032854886646221895,-0.020429785038752386,0.0001866565571309789,0.05418038644736428
2021-03-08,-0.030134001959561292,-0.026606735661605665,-0.02195687978750232,-0.023681163128535476,-0.006017109531745179,0.024116892427816113
2021-03-09,0.017448314957275363,0.008576844258519761,-0.0032191615185386126,-0.011101932836923291,-0.009263414616609884,-0.02671172957388525
2021-03-10,0.0477677742721528,0.022837472082594224,0.026923315158757375,0.019817890045829588,0.014710596486961235,-0.033057177785191565
2021-03-11,0.009249570960461726,0.0071031721816849245,-0.0017285031536927115,0.0034383866970980836,0.009231280531237718,-1.8290429224007698e-05
2021-03-12,-0.03585123245645306,-0.027109046458290077,-0.01993163724621671,-0.0099047633642244,0.0015882658454137207,0.03743949830186678
