date,Q1,Q2,Q3,Q4,Q5,long_short
2021-01-29,0.00691605083799499,0.013734741343018896,0.016101139322419966,0.008935450506843046,0.004277635061269284,-0.002638415776725706
2021-02-01,0.029654673183149186,0.019135577869364158,0.01587374053783276,0.0045893984339121325,-0.000947396889478025,-0.030602070072627212
2021-02-02,0.0038699915235741495,-0.008600965154293708,-0.012052683734479878,-0.012683163745693074,-0.010628251762269534,-0.014498243285843683
2021-02-03,-0.01485243020271641,-0.005256874956310558,0.0012354038665033271,-0.018656936186988438,-0.011164060098393668,0.0036883701043227413
2021-02-04,-0.026859923173670273,-0.008651451014740697,-0.003987460369362899,-0.0035256637099196457,0.002770121763110921,0.029630044936781195
2021-02-05,0.027546326226231176,0.02400425833239974,0.013188462403088406,0.005813602603099013,0.005309268650568089,-0.022237057575663088
2021-02-08,0.04136664055357109,0.027575788116620308,0.024030610354812146,0.019635591007507173,0.011221716709507355,-0.030144923844063733
2021-02-09,0.02131783010016208,0.011576500435031879,0.009103423614109466,0.010663352134827334,0.003998020719970734,-0.017319809380191346
2021-02-10,-0.005252617221233473,0.012128740347002712,0.003959323350712361,0.019744127558159665,0.02109828104536375,0.026350898266597225
2021-02-18,-0.01628474346641625,-0.002010920661730473,0.0017988146032989149,0.018127899896752436,0.024218327850724055,0.0405030713171403
2021-02-19,-0.029572665159144456,-0.020597695237840538,-0.02039157937596096,-0.0017812705652850435,0.00505683128477481,0.034629496443919265
2021-02-22,-0.0075594333074781896,0.0007301598309824655,0.0011980192098136693,-0.010424411346311535,-0.0024488596772635736,0.005110573630214616
2021-02-23,-0.051514811486254114,-0.023732462267505763,-0.01637983889272048,0.00034330275883321634,-0.005604205734258705,0.04591060575199541
2021-02-24,-0.0032978613253750824,0.005103293988891513,0.003890292905354564,0.003862954611403059,0.00840549656463367,0.011703357890008752
2021-02-25,-0.03007139331666059,-0.028402895095143665,-0.02217032680964033,-0.018887220966308533,-0.013354621432162863,0.016716771884497723
2021-02-26,0.031384688275735734,0.024303016753984066,0.01782646335522485,0.016227145569811315,0.007070859895975064,-0.02431382837976067
2021-03-01,-0.02241079255840949,-0.007053270524912875,-0.0031930281712239886,-0.007005547130756572,-0.00541776574630787,0.01699302681210162
2021-03-02,0.020074250234517237,0.015698209089584615,0.01900393612816893,0.012465375013109369,0.010719243367461048,-0.00935500686705619
2021-03-03,-0.037502352368134144,-0.03555178974220411,-0.02388399172729279,-0.024055563171272474,-0.007077353580950581,0.030424998787183563
2021-03-04,-0.015285389784855484,-0.004406533704400101,-0.001980483615034077,0.010178388521357683,0.006304556383290057,0.02158994616814554
